aeroporto_partenza,compagnia,numero_voli,ritardo_medio_partenza,ritardo_medio_arrivo,tasso_cancellazione,differenza,classifica
EGE,OO,854,11.17,4.73,1.29,-12.16,1
EGE,DL,83,11.25,5.51,0.00,-12.08,2
EGE,F9,6,17.83,24.5,0.00,-5.5,3
EGE,UA,255,20.07,16.44,1.18,-3.26,4
EGE,AA,659,41.95,40.83,1.37,18.62,5
EKO,OO,168,-1.6,-7.98,0.00,0.0,1
ELM,G4,115,18.67,14.14,2.61,-3.57,1
ELM,OO,345,23.39,17.97,0.00,1.15,2
ELP,YX,16,-3.57,-10.14,12.50,-12.55,1
ELP,UA,159,4.27,-4.3,0.63,-4.71,2
ELP,DL,361,5.18,-1.32,0.83,-3.8,3
ELP,OO,1180,7.08,3.92,0.76,-1.9,4
ELP,WN,4434,7.98,2.39,0.59,-1.0,5
ELP,MQ,820,8.54,5.99,0.73,-0.44,6
ELP,AA,1385,14.29,11.82,1.44,5.31,7
ELP,G4,42,14.39,11.63,2.38,5.41,8
ELP,F9,339,14.5,11.42,2.36,5.52,9
ESC,OO,283,9.78,7.08,1.06,0.0,1
EUG,MQ,11,2.91,-10.45,0.00,-7.29,1
EUG,OO,1247,7.32,3.1,1.52,-2.88,2
EUG,WN,859,7.53,-0.12,1.98,-2.67,3
EUG,UA,713,10.54,5.07,1.82,0.34,4
EUG,AS,151,12.58,15.26,1.32,2.38,5
EUG,AA,396,14.08,9.56,1.77,3.88,6
EUG,G4,166,34.13,31.22,5.42,23.93,7
EVV,DL,15,1.5,-7.29,6.67,-10.28,1
EVV,9E,331,3.54,-2.15,1.51,-8.24,2
EVV,MQ,321,5.9,2.56,0.93,-5.88,3
EVV,OO,205,20.71,17.4,0.49,8.93,4
EVV,OH,12,23.25,18.67,0.00,11.47,5
EVV,G4,99,41.24,33.49,6.06,29.46,6
EWN,OH,21,83.71,71.24,0.00,0.0,1
EWR,OO,1,-4.0,9.0,0.00,-19.87,1
EWR,YX,10771,5.45,-0.3,3.28,-10.42,2
EWR,G4,290,12.58,6.4,1.03,-3.29,3
EWR,AS,1468,16.26,12.03,3.75,0.39,4
EWR,UA,32240,16.44,11.24,2.56,0.57,5
EWR,B6,2503,19.13,15.33,2.44,3.26,6
EWR,NK,4876,19.66,11.75,3.47,3.79,7
EWR,DL,3145,22.57,17.63,1.11,6.7,8
EWR,9E,790,24.75,22.22,3.54,8.88,9
EWR,MQ,385,25.32,19.85,3.64,9.45,10
EWR,AA,3112,25.61,18.24,2.96,9.74,11
EWR,F9,177,42.8,38.23,0.56,26.93,12
EYW,YX,514,9.3,6.86,2.14,-10.43,1
EYW,MQ,1028,10.98,8.93,2.82,-8.75,2
EYW,UA,355,13.78,13.53,2.25,-5.95,3
EYW,DL,652,14.71,11.33,1.69,-5.02,4
EYW,9E,72,23.52,24.41,1.39,3.79,5
EYW,B6,83,23.81,15.66,3.61,4.08,6
EYW,G4,297,30.44,28.93,3.03,10.71,7
EYW,AA,856,38.47,36.38,2.80,18.74,8
FAI,AS,1263,3.16,0.76,1.27,-4.59,1
FAI,UA,114,15.76,2.95,2.63,8.01,2
FAI,DL,279,25.37,18.66,1.43,17.62,3
FAR,DL,336,1.6,-5.67,1.19,-12.14,1
FAR,9E,123,2.88,-5.45,0.00,-10.86,2
FAR,F9,160,6.22,6.46,1.25,-7.52,3
FAR,MQ,801,13.09,7.4,0.87,-0.65,4
FAR,G4,300,15.08,9.32,0.67,1.34,5
FAR,OO,1355,17.83,14.94,1.40,4.09,6
FAR,UA,61,33.72,26.32,1.64,19.98,7
FAT,MQ,10,-3.9,-6.6,0.00,-14.99,1
FAT,AS,204,1.84,1.05,2.45,-9.25,2
FAT,OO,3270,8.31,4.79,0.55,-2.78,3
FAT,WN,765,12.3,6.6,0.13,1.21,4
FAT,DL,107,14.18,5.93,0.00,3.09,5
FAT,G4,306,16.22,17.27,0.33,5.13,6
FAT,AA,1039,17.02,12.54,1.54,5.93,7
FAT,UA,183,22.98,16.56,2.19,11.89,8
FAY,DL,164,2.83,-4.9,1.22,-9.59,1
FAY,OH,301,9.7,10.26,1.66,-2.72,2
FAY,9E,171,16.59,9.89,0.00,4.17,3
FAY,OO,97,29.57,25.36,1.03,17.15,4
FCA,OO,665,5.53,0.95,1.05,-6.45,1
FCA,DL,393,10.04,6.35,1.27,-1.94,2
FCA,UA,455,14.91,10.43,0.66,2.93,3
FCA,AA,189,17.8,15.99,1.06,5.82,4
FCA,MQ,16,30.13,28.19,0.00,18.15,5
FCA,G4,120,31.53,29.18,2.50,19.55,6
FLG,OO,956,9.82,7.41,0.31,0.0,1
FLL,9E,11,10.82,8.91,0.00,-6.88,1
FLL,UA,3964,14.08,8.87,2.57,-3.62,2
FLL,WN,7145,15.41,10.5,1.36,-2.29,3
FLL,DL,6001,16.05,10.74,1.17,-1.65,4
FLL,B6,9170,17.81,13.46,1.33,0.11,5
FLL,G4,1643,18.17,15.86,1.77,0.47,6
FLL,AS,487,18.63,15.75,7.80,0.93,7
FLL,NK,12752,19.16,14.71,1.56,1.46,8
FLL,AA,3255,21.51,18.33,2.03,3.81,9
FLL,F9,799,27.57,26.16,4.38,9.87,10
FNT,G4,621,12.4,8.89,1.93,-6.01,1
FNT,OO,390,27.9,26.54,1.03,9.49,2
FOD,OO,280,14.57,11.78,2.14,0.0,1
FSD,UA,332,2.36,1.9,0.90,-9.11,1
FSD,YX,30,6.97,4.23,0.00,-4.5,2
FSD,9E,179,7.35,6.15,0.00,-4.12,3
FSD,OO,1193,7.57,3.74,1.34,-3.9,4
FSD,F9,108,8.83,9.91,0.93,-2.64,5
FSD,MQ,360,12.83,8.01,3.89,1.36,6
FSD,DL,311,14.81,10.0,1.93,3.34,7
FSD,G4,438,21.3,16.98,1.60,9.83,8
FSD,AA,298,21.78,14.42,1.68,10.31,9
FSM,MQ,501,11.42,6.35,2.99,-1.91,1
FSM,OO,91,23.89,17.91,3.30,10.56,2
FWA,OH,74,10.04,4.76,0.00,-8.43,1
FWA,MQ,394,13.35,8.8,0.51,-5.12,2
FWA,9E,101,17.53,7.8,2.97,-0.94,3
FWA,G4,408,18.57,15.67,2.45,0.1,4
FWA,OO,1269,20.6,16.16,0.95,2.13,5
GCC,OO,328,13.16,8.98,1.52,0.0,1
GCK,OO,112,14.08,11.38,4.46,-2.13,1
GCK,MQ,255,17.12,15.39,1.96,0.91,2
GEG,UA,381,2.94,-3.96,3.41,-3.9,1
GEG,AS,1123,3.5,1.26,1.42,-3.34,2
GEG,OO,2874,4.31,2.71,0.45,-2.53,3
GEG,WN,1837,6.76,0.32,0.11,-0.08,4
GEG,DL,1451,8.24,2.74,1.10,1.4,5
GEG,G4,110,17.21,14.72,1.82,10.37,6
GEG,AA,696,20.5,14.49,1.15,13.66,7
GFK,OO,491,8.37,4.26,0.81,-2.85,1
GFK,G4,65,22.81,20.36,1.54,11.59,2
GFK,9E,31,32.03,29.26,0.00,20.81,3
GGG,OO,238,12.49,9.18,2.52,-2.03,1
GGG,MQ,111,18.8,15.58,0.90,4.28,2
GJT,UA,332,8.85,-1.24,1.20,-2.65,1
GJT,MQ,248,11.96,11.48,0.40,0.46,2
GJT,OO,1246,12.02,9.6,0.96,0.52,3
GJT,G4,57,13.55,16.0,1.75,2.05,4
GNV,DL,759,5.93,-1.2,1.19,-1.52,1
GNV,9E,64,7.88,1.91,0.00,0.43,2
GNV,MQ,295,8.85,5.21,2.37,1.4,3
GNV,OH,356,9.52,6.43,3.09,2.07,4
GPT,9E,27,-2.41,-9.67,0.00,-12.59,1
GPT,DL,608,6.93,1.41,0.82,-3.25,2
GPT,OH,634,10.09,8.85,0.95,-0.09,3
GPT,OO,167,10.29,9.18,1.20,0.11,4
GPT,MQ,269,18.39,15.69,4.46,8.21,5
GPT,G4,15,25.13,26.2,0.00,14.95,6
GRB,9E,28,-6.36,-17.04,0.00,-19.41,1
GRB,YX,80,8.06,5.13,1.25,-4.99,2
GRB,MQ,194,11.7,8.89,2.58,-1.35,3
GRB,F9,44,12.02,14.7,2.27,-1.03,4
GRB,OO,1503,13.24,9.1,1.80,0.19,5
GRB,DL,179,18.38,12.82,0.56,5.33,6
GRI,OO,354,15.72,13.12,2.26,-2.07,1
GRI,G4,100,25.09,20.77,2.00,7.3,2
GRK,MQ,654,11.3,8.59,1.53,-1.49,1
GRK,OO,255,16.71,14.74,3.53,3.92,2
GRR,YX,937,4.6,0.81,2.24,-6.53,1
GRR,DL,1385,6.53,-0.24,1.01,-4.6,2
GRR,9E,432,6.74,1.14,5.32,-4.39,3
GRR,UA,647,7.76,6.14,1.39,-3.37,4
GRR,WN,1010,8.68,4.73,0.50,-2.45,5
GRR,G4,970,9.44,5.83,1.65,-1.69,6
GRR,OO,1013,12.22,9.25,1.88,1.09,7
GRR,MQ,345,14.5,12.24,2.32,3.37,8
GRR,OH,343,16.88,17.75,3.21,5.75,9
GRR,AA,1201,17.45,14.31,1.75,6.32,10
GRR,F9,319,39.89,37.69,5.33,28.76,11
GSO,DL,1154,4.39,-3.85,0.78,-5.15,1
GSO,9E,759,6.21,-0.76,3.29,-3.33,2
GSO,YX,771,7.1,3.73,4.15,-2.44,3
GSO,OH,1235,7.35,7.05,1.30,-2.19,4
GSO,OO,481,8.71,7.87,0.62,-0.83,5
GSO,MQ,662,10.52,8.17,0.30,0.98,6
GSO,G4,62,22.8,25.03,4.84,13.26,7
GSO,AA,649,28.35,26.35,3.54,18.81,8
GSP,DL,1264,3.67,-4.59,1.11,-6.02,1
GSP,YX,1021,4.4,0.66,2.35,-5.29,2
GSP,OO,506,6.13,2.3,1.58,-3.56,3
GSP,UA,210,7.42,2.96,1.90,-2.27,4
GSP,WN,723,8.71,1.67,0.41,-0.98,5
GSP,9E,682,8.93,2.29,2.05,-0.76,6
GSP,OH,1926,10.24,8.99,1.04,0.55,7
GSP,MQ,797,10.74,8.92,0.88,1.05,8
GSP,G4,160,25.8,23.42,2.50,16.11,9
GSP,AA,645,28.68,22.46,3.10,18.99,10
GST,AS,42,0.41,-1.16,11.90,0.0,1
GTF,UA,116,1.39,-8.44,2.59,-2.32,1
GTF,OO,985,3.63,-0.84,0.61,-0.08,2
GTF,G4,63,9.1,7.18,1.59,5.39,3
GTR,9E,358,1.46,-5.49,0.84,0.0,1
GUC,OO,314,10.12,5.14,0.96,-3.42,1
GUC,AA,65,30.17,31.67,1.54,16.63,2
GUM,UA,322,2.76,-5.67,0.62,0.0,1
HDN,WN,307,9.32,3.68,1.63,-9.45,1
HDN,DL,55,14.76,8.35,0.00,-4.01,2
HDN,MQ,10,18.1,15.9,0.00,-0.67,3
HDN,OO,370,19.05,14.44,0.81,0.28,4
HDN,UA,261,20.01,17.33,1.53,1.24,5
HDN,AA,100,32.55,32.99,1.00,13.78,6
HDN,B6,24,75.13,83.78,4.17,56.36,7
HGR,G4,140,35.45,34.14,2.14,0.0,1
HHH,MQ,521,9.15,7.28,2.11,-2.19,1
HHH,YX,361,14.51,9.32,2.49,3.17,2
HIB,OO,277,6.57,2.57,1.81,0.0,1
HLN,OO,746,12.26,9.27,0.67,0.0,1
HNL,WN,7044,2.81,-2.56,0.43,-3.34,1
HNL,AA,944,3.22,-4.97,0.11,-2.93,2
HNL,HA,15756,5.5,4.94,1.07,-0.65,3
HNL,DL,1569,10.66,2.27,0.89,4.51,4
HNL,UA,2314,12.71,3.14,1.21,6.56,5
HNL,AS,2037,13.48,7.41,2.99,7.33,6
HOB,OO,223,22.73,16.53,1.35,0.0,1
HOU,DL,783,11.78,7.17,1.02,-1.85,1
HOU,MQ,912,12.93,9.5,4.93,-0.7,2
HOU,WN,25911,13.4,5.49,1.15,-0.23,3
HOU,OO,184,17.42,17.16,1.09,3.79,4
HOU,F9,156,29.49,26.09,3.85,15.86,5
HOU,G4,175,29.84,27.62,0.00,16.21,6
HOU,OH,67,48.43,40.79,5.97,34.8,7
HPN,YX,26,9.08,3.35,0.00,-5.99,1
HPN,MQ,560,9.8,5.69,2.14,-5.27,2
HPN,B6,2390,11.63,7.66,1.42,-3.44,3
HPN,DL,443,15.04,5.8,1.13,-0.03,4
HPN,9E,434,15.07,6.67,2.07,0.0,5
HPN,OH,1331,18.13,16.1,2.48,3.06,6
HPN,OO,481,30.41,23.89,2.49,15.34,7
HRL,DL,88,4.09,-4.83,0.00,-4.81,1
HRL,OO,116,4.77,2.06,1.72,-4.13,2
HRL,MQ,815,7.46,5.4,0.86,-1.44,3
HRL,WN,1149,10.69,7.34,0.52,1.79,4
HSV,YX,112,-0.94,-3.13,2.68,-13.26,1
HSV,DL,986,3.02,-4.78,1.32,-9.3,2
HSV,9E,283,5.75,0.61,0.71,-6.57,3
HSV,MQ,928,14.21,10.25,1.72,1.89,4
HSV,OO,850,16.05,12.56,1.06,3.73,5
HSV,OH,1243,18.38,16.42,2.01,6.06,6
HSV,AA,6,29.0,21.67,0.00,16.68,7
HTS,G4,214,40.91,40.49,4.21,0.0,1
HYA,YX,76,4.24,11.41,1.32,-23.87,1
HYA,B6,53,66.21,69.72,11.32,38.1,2
HYS,OO,313,8.92,3.09,1.60,0.0,1
IAD,MQ,9,-2.78,5.78,0.00,-13.97,1
IAD,9E,175,3.81,-2.96,0.00,-7.38,2
IAD,YX,3987,4.65,-0.32,1.20,-6.54,3
IAD,UA,15133,10.69,5.48,1.56,-0.5,4
IAD,WN,546,10.94,3.35,0.37,-0.25,5
IAD,AS,976,12.27,7.84,1.54,1.08,6
IAD,DL,1498,16.13,6.4,0.87,4.94,7
IAD,OH,775,17.5,11.28,1.03,6.31,8
IAD,AA,342,18.11,12.81,1.75,6.92,9
IAD,F9,58,20.31,20.43,0.00,9.12,10
IAD,OO,1295,21.15,16.05,1.62,9.96,11
IAD,G4,158,49.48,41.54,1.90,38.29,12
IAG,G4,174,23.65,21.01,2.30,0.0,1
IAH,OH,13,0.46,0.38,0.00,-17.67,1
IAH,AS,439,8.58,5.53,2.73,-9.55,2
IAH,WN,1424,12.94,7.88,1.69,-5.19,3
IAH,DL,3918,14.26,7.35,1.20,-3.87,4
IAH,MQ,684,16.4,10.21,3.51,-1.73,5
IAH,NK,4802,17.04,10.91,1.94,-1.09,6
IAH,UA,33745,17.65,12.7,1.93,-0.48,7
IAH,OO,6337,19.86,15.66,2.67,1.73,8
IAH,AA,3418,23.03,18.99,2.93,4.9,9
IAH,F9,1655,28.42,27.72,2.66,10.29,10
IAH,B6,347,29.59,25.47,2.02,11.46,11
IAH,YX,30,68.33,64.6,0.00,50.2,12
ICT,WN,893,2.91,-3.96,0.11,-7.87,1
ICT,UA,277,3.56,6.23,0.72,-7.22,2
ICT,DL,439,7.55,0.73,1.14,-3.23,3
ICT,9E,80,8.76,6.1,0.00,-2.02,4
ICT,MQ,1144,9.02,6.0,2.10,-1.76,5
ICT,OH,148,13.33,14.82,1.35,2.55,6
ICT,OO,1588,13.85,9.73,1.13,3.07,7
ICT,G4,165,18.7,12.66,0.61,7.92,8
ICT,AA,295,32.14,29.54,3.73,21.36,9
IDA,OO,1341,9.46,3.9,0.67,-4.36,1
IDA,DL,46,18.96,21.13,0.00,5.14,2
IDA,G4,218,39.45,37.86,0.46,25.63,3
ILM,YX,681,4.38,3.54,1.91,-4.85,1
ILM,MQ,545,6.9,4.42,1.28,-2.33,2
ILM,9E,628,7.92,2.42,2.39,-1.31,3
ILM,OO,18,8.78,4.61,0.00,-0.45,4
ILM,OH,943,9.23,8.03,1.48,0.0,5
ILM,DL,388,11.39,4.83,1.03,2.16,6
ILM,AA,702,15.77,11.4,2.14,6.54,7
IMT,OO,363,11.28,8.84,1.38,0.0,1
IND,YX,6253,2.26,-1.92,1.06,-7.02,1
IND,9E,1170,7.85,0.93,2.65,-1.43,2
IND,AS,262,8.16,5.16,1.91,-1.12,3
IND,MQ,528,8.34,3.36,1.89,-0.94,4
IND,UA,1158,8.82,4.33,1.47,-0.46,5
IND,DL,2232,9.18,2.81,0.90,-0.1,6
IND,OH,140,11.14,8.12,1.43,1.86,7
IND,WN,5542,11.91,5.28,0.97,2.63,8
IND,G4,722,13.52,11.97,2.08,4.24,9
IND,OO,591,13.62,8.31,1.69,4.34,10
IND,NK,1090,13.74,7.37,2.94,4.46,11
IND,AA,3219,14.58,11.18,1.24,5.3,12
IND,F9,375,22.43,19.07,1.33,13.15,13
INL,OO,269,18.82,14.61,0.74,0.0,1
ISP,B6,75,11.84,7.23,0.00,-4.81,1
ISP,WN,1384,13.42,4.67,1.52,-3.23,2
ISP,F9,736,23.42,15.11,4.21,6.77,3
ITH,9E,295,10.44,3.1,4.75,-0.16,1
ITH,YX,32,11.97,1.91,0.00,1.37,2
ITO,WN,917,-2.87,-5.53,0.55,-5.0,1
ITO,HA,2489,3.98,4.09,1.00,1.85,2
JAC,OO,503,6.95,3.54,1.79,-15.17,1
JAC,AS,30,11.47,17.96,0.00,-10.65,2
JAC,UA,979,18.84,14.24,2.15,-3.28,3
JAC,DL,561,20.71,12.6,0.53,-1.41,4
JAC,AA,502,45.68,42.41,0.80,23.56,5
JAN,9E,133,2.73,0.12,0.75,-7.77,1
JAN,DL,1032,4.61,-1.83,0.29,-5.89,2
JAN,WN,859,10.07,4.66,0.47,-0.43,3
JAN,OO,217,10.55,8.01,0.00,0.05,4
JAN,MQ,557,16.49,13.88,1.97,5.99,5
JAN,OH,659,16.99,14.27,2.43,6.49,6
JAX,9E,439,5.12,-1.92,2.96,-7.12,1
JAX,OO,82,6.36,4.0,2.44,-5.88,2
JAX,YX,822,7.92,3.05,1.34,-4.32,3
JAX,WN,2320,8.38,2.9,1.21,-3.86,4
JAX,UA,1876,10.34,6.66,1.49,-1.9,5
JAX,DL,2841,11.08,5.86,1.20,-1.16,6
JAX,MQ,576,11.25,9.32,1.74,-0.99,7
JAX,OH,548,11.61,7.92,0.73,-0.63,8
JAX,G4,337,12.03,9.82,1.48,-0.21,9
JAX,AA,3666,16.33,14.17,1.96,4.09,10
JAX,F9,459,18.66,17.06,2.40,6.42,11
JAX,B6,852,19.44,14.69,2.00,7.2,12
JFK,YX,7918,5.74,1.01,2.48,-8.97,1
JFK,AS,1615,9.38,5.43,3.47,-5.33,2
JFK,9E,7944,9.66,4.5,3.94,-5.05,3
JFK,AA,6076,13.93,7.87,1.28,-0.78,4
JFK,DL,13060,15.36,8.06,1.13,0.65,5
JFK,HA,164,15.52,15.56,1.83,0.81,6
JFK,B6,16484,20.89,15.07,2.07,6.18,7
JFK,OO,1393,21.36,15.57,2.94,6.65,8
JFK,F9,400,24.08,20.81,1.50,9.37,9
JLN,OO,297,15.47,10.81,1.68,0.0,1
JMS,OO,300,22.09,19.75,4.67,0.0,1
JNU,AS,2237,2.1,1.1,2.19,-0.31,1
JNU,DL,68,12.38,3.85,0.00,9.97,2
JST,OO,322,20.57,14.86,1.24,0.0,1
KOA,WN,1657,-0.52,-5.1,0.42,-5.75,1
KOA,HA,3874,3.26,3.0,0.77,-1.97,2
KOA,DL,321,9.98,2.99,2.80,4.75,3
KOA,AS,985,10.62,5.12,3.25,5.39,4
KOA,AA,314,13.23,7.61,0.00,8.0,5
KOA,UA,676,17.11,9.05,1.63,11.88,6
KTN,AS,1141,2.54,0.43,2.37,-0.72,1
KTN,OO,46,21.5,26.14,4.35,18.24,2
LAN,9E,69,6.78,2.15,1.45,-10.73,1
LAN,OH,157,14.55,15.2,3.18,-2.96,2
LAN,OO,421,20.36,17.33,1.43,2.85,3
LAR,OO,324,15.1,12.27,4.32,0.0,1
LAS,G4,3625,8.72,4.46,0.69,-4.56,1
LAS,DL,7734,9.52,2.74,0.91,-3.76,2
LAS,UA,6895,9.72,4.48,1.84,-3.56,3
LAS,NK,12871,10.84,5.45,1.33,-2.44,4
LAS,AS,2690,10.94,9.55,2.42,-2.34,5
LAS,WN,42632,14.03,6.25,0.53,0.75,6
LAS,OO,1100,14.21,17.08,1.55,0.93,7
LAS,F9,6434,15.46,12.49,1.21,2.18,8
LAS,HA,692,17.71,17.04,0.29,4.43,9
LAS,AA,6844,19.54,13.57,1.14,6.26,10
LAS,B6,1333,23.54,16.44,0.90,10.26,11
LAS,MQ,13,53.77,50.38,0.00,40.49,12
LAW,MQ,70,5.51,-1.84,1.43,-9.92,1
LAW,OO,448,17.02,15.19,3.35,1.59,2
LAX,MQ,24,-3.58,-5.13,0.00,-14.44,1
LAX,AS,4433,5.82,2.65,1.85,-5.04,2
LAX,OO,18966,6.09,4.17,0.37,-4.77,3
LAX,UA,13101,9.32,2.7,1.76,-1.54,4
LAX,G4,517,9.49,5.75,0.97,-1.37,5
LAX,NK,5435,10.22,3.67,1.31,-0.64,6
LAX,DL,17315,10.32,4.86,0.70,-0.54,7
LAX,WN,12758,11.92,5.1,0.50,1.06,8
LAX,B6,4072,12.36,7.04,0.44,1.5,9
LAX,HA,1088,14.08,11.87,1.47,3.22,10
LAX,AA,14295,18.05,12.19,0.66,7.19,11
LAX,F9,1138,28.86,28.57,1.67,18.0,12
LBB,WN,1342,7.02,0.14,0.89,-4.22,1
LBB,OO,566,11.93,10.48,2.47,0.69,2
LBB,MQ,982,12.48,10.14,2.24,1.24,3
LBB,AA,212,30.84,30.16,2.83,19.6,4
LBE,NK,261,9.0,1.22,1.92,0.0,1
LBF,OO,289,5.64,6.74,2.77,0.0,1
LBL,OO,259,4.39,1.19,5.02,0.0,1
LCH,OO,521,23.21,19.91,2.88,-0.47,1
LCH,MQ,32,31.93,32.86,9.38,8.25,2
LCK,G4,428,19.98,17.55,2.57,0.0,1
LEX,YX,369,-0.18,-2.63,0.27,-12.54,1
LEX,9E,106,6.92,-0.22,0.00,-5.44,2
LEX,DL,823,8.0,-2.59,0.97,-4.36,3
LEX,OO,906,10.82,6.73,1.32,-1.54,4
LEX,MQ,487,11.44,6.77,1.03,-0.92,5
LEX,OH,724,13.73,9.5,1.38,1.37,6
LEX,AA,486,21.56,20.49,2.26,9.2,7
LEX,G4,385,26.39,25.81,3.64,14.03,8
LFT,9E,370,7.0,2.15,0.54,-9.49,1
LFT,MQ,219,13.76,8.47,1.83,-2.73,2
LFT,OO,445,15.76,10.44,1.12,-0.73,3
LFT,OH,541,24.95,22.93,3.88,8.46,4
LGA,YX,19124,4.18,-1.21,2.62,-8.63,1
LGA,9E,14049,9.89,2.08,4.11,-2.92,2
LGA,UA,3682,12.89,8.29,2.25,0.08,3
LGA,WN,5324,16.64,6.03,1.58,3.83,4
LGA,DL,12228,16.67,9.19,1.45,3.86,5
LGA,NK,3510,16.87,9.31,2.82,4.06,6
LGA,AA,7618,18.32,12.95,2.65,5.51,7
LGA,B6,4358,21.53,15.19,2.41,8.72,8
LGA,OO,1864,23.0,18.41,2.79,10.19,9
LGA,F9,1176,33.14,27.17,3.66,20.33,10
LGB,HA,312,1.11,-2.89,0.64,-6.39,1
LGB,OO,317,3.65,-1.94,0.00,-3.85,2
LGB,WN,8058,7.73,0.93,0.60,0.23,3
LGB,DL,198,14.59,7.2,0.51,7.09,4
LIH,WN,1678,0.1,-5.96,0.24,-4.02,1
LIH,HA,4327,3.11,2.11,1.22,-1.01,2
LIH,DL,307,4.62,-4.3,0.98,0.5,3
LIH,UA,535,6.07,-1.2,0.75,1.95,4
LIH,AA,307,16.3,10.54,0.00,12.18,5
LIH,AS,482,16.96,10.54,0.41,12.84,6
LIT,DL,1019,5.03,-1.97,0.69,-7.68,1
LIT,YX,231,5.27,2.31,2.60,-7.44,2
LIT,WN,1283,7.94,0.72,0.23,-4.77,3
LIT,F9,60,8.58,7.17,1.67,-4.13,4
LIT,9E,156,14.06,10.16,1.28,1.35,5
LIT,MQ,1788,14.36,12.8,1.01,1.65,6
LIT,OO,943,16.23,13.91,2.23,3.52,7
LIT,OH,354,22.17,18.64,1.69,9.46,8
LIT,AA,370,24.6,24.04,1.89,11.89,9
LIT,G4,66,40.58,36.6,1.52,27.87,10
LNK,YX,18,-0.47,-5.65,5.56,-15.95,1
LNK,OO,894,15.78,10.94,0.56,0.3,2
LRD,OO,31,9.65,10.23,0.00,-6.27,1
LRD,MQ,803,14.98,13.43,1.74,-0.94,2
LRD,G4,65,30.83,28.37,3.08,14.91,3
LSE,MQ,172,6.58,2.95,1.16,0.0,1
LWS,OO,541,9.58,5.7,0.74,0.0,1
MAF,UA,26,0.23,-0.04,0.00,-8.96,1
MAF,WN,1880,7.94,2.56,0.85,-1.25,2
MAF,OO,1563,8.91,5.02,1.09,-0.28,3
MAF,MQ,1258,11.62,9.34,2.23,2.43,4
MBS,9E,47,-1.21,-3.43,0.00,-14.97,1
MBS,OO,1070,14.43,10.44,1.59,0.67,2
MCI,AS,407,-0.3,-2.03,0.74,-9.96,1
MCI,DL,3383,5.23,-0.71,0.89,-4.43,2
MCI,UA,1826,5.57,2.8,0.93,-4.09,3
MCI,YX,812,6.28,3.78,1.85,-3.38,4
MCI,F9,196,8.12,10.11,0.51,-1.54,5
MCI,MQ,596,8.7,5.26,1.68,-0.96,6
MCI,WN,12067,9.84,3.84,0.91,0.18,7
MCI,OO,528,10.7,9.71,1.89,1.04,8
MCI,9E,585,12.99,7.81,4.27,3.33,9
MCI,AA,2825,14.85,13.06,1.27,5.19,10
MCI,G4,97,16.79,15.24,2.06,7.13,11
MCI,NK,845,17.53,10.63,2.01,7.87,12
MCI,OH,217,21.68,19.43,1.38,12.02,13
MCI,B6,73,23.75,23.19,0.00,14.09,14
MCO,F9,8576,13.85,10.2,2.39,-2.5,1
MCO,UA,6668,14.69,9.51,2.91,-1.66,2
MCO,NK,11300,15.06,10.05,1.72,-1.29,3
MCO,WN,22407,15.44,9.9,1.34,-0.91,4
MCO,DL,10395,16.34,11.51,1.44,-0.01,5
MCO,AS,1254,16.66,14.59,3.27,0.31,6
MCO,AA,8908,19.21,15.33,2.10,2.86,7
MCO,B6,8339,21.15,15.87,1.87,4.8,8
MCO,G4,93,34.6,34.51,2.15,18.25,9
MCW,OO,305,23.92,20.42,2.95,0.0,1
MDT,YX,120,-1.18,-9.62,1.67,-15.58,1
MDT,9E,138,5.92,-2.79,1.45,-8.48,2
MDT,DL,407,7.38,-2.42,0.98,-7.02,3
MDT,UA,207,8.27,5.88,0.97,-6.13,4
MDT,OH,324,11.27,7.85,0.93,-3.13,5
MDT,OO,483,14.05,8.61,0.62,-0.35,6
MDT,G4,352,21.41,18.3,1.42,7.01,7
MDT,AA,541,24.28,21.06,1.29,9.88,8
MDT,F9,37,29.77,24.71,5.41,15.37,9
MDW,DL,744,11.06,3.11,0.81,-2.19,1
MDW,WN,35695,12.79,6.32,1.11,-0.46,2
MDW,G4,211,15.72,14.82,2.37,2.47,3
MDW,OO,940,16.2,12.79,0.74,2.95,4
MDW,F9,1755,21.71,17.72,2.62,8.46,5
MEI,OO,273,22.35,21.68,3.30,0.0,1
MEM,9E,523,5.54,-0.13,3.25,-5.31,1
MEM,DL,2191,5.61,-1.6,1.05,-5.24,2
MEM,YX,1443,6.56,1.0,1.52,-4.29,3
MEM,MQ,782,6.88,2.26,1.28,-3.97,4
MEM,UA,774,7.95,4.89,1.16,-2.9,5
MEM,F9,76,10.86,9.57,0.00,0.01,6
MEM,WN,1792,11.96,5.61,0.78,1.11,7
MEM,OH,362,13.66,9.15,0.83,2.81,8
MEM,OO,366,15.81,11.74,2.19,4.96,9
MEM,NK,413,16.43,7.71,1.69,5.58,10
MEM,G4,234,17.4,12.34,0.43,6.55,11
MEM,AA,2164,18.74,15.67,1.43,7.89,12
MFE,UA,268,4.05,0.12,4.48,-12.56,1
MFE,MQ,404,9.57,8.73,2.48,-7.04,2
MFE,G4,230,12.62,7.36,0.87,-3.99,3
MFE,OO,522,18.74,17.06,0.96,2.13,4
MFE,AA,915,23.06,21.4,1.64,6.45,5
MFR,OO,1375,8.99,4.42,0.80,-3.38,1
